维度,纪元,空间带,学派形态,领域切片,状态,产物数
知识,丰裕,②地月系,工技,02度量演进,OPEN,0
知识,丰裕,②地月系,工技,03技术逆向,OPEN,0
知识,丰裕,②地月系,工技,04中继丢包,OPEN,0
知识,丰裕,②地月系,工技,05档案存真,OPEN,0
知识,丰裕,②地月系,工技,06教学审查,OPEN,0
知识,丰裕,②地月系,工技,07巡天观测,OPEN,0
知识,丰裕,②地月系,科医,01双轨历法,OPEN,0
知识,丰裕,②地月系,科医,02度量演进,OPEN,0
知识,丰裕,②地月系,科医,03技术逆向,OPEN,0
知识,丰裕,②地月系,科医,04中继丢包,OPEN,0
知识,丰裕,②地月系,科医,05档案存真,OPEN,0
知识,丰裕,②地月系,科医,06教学审查,OPEN,0
知识,丰裕,②地月系,科医,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,官档,01双轨历法,PART,1
知识,丰裕,③内太阳系,官档,02度量演进,OPEN,0
知识,丰裕,③内太阳系,官档,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,官档,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,官档,05档案存真,OPEN,0
知识,丰裕,③内太阳系,官档,06教学审查,OPEN,0
知识,丰裕,③内太阳系,官档,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,私档,01双轨历法,OPEN,0
知识,丰裕,③内太阳系,私档,02度量演进,OPEN,0
知识,丰裕,③内太阳系,私档,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,私档,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,私档,05档案存真,OPEN,0
知识,丰裕,③内太阳系,私档,06教学审查,OPEN,0
知识,丰裕,③内太阳系,私档,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,互济,01双轨历法,OPEN,0
知识,丰裕,③内太阳系,互济,02度量演进,OPEN,0
知识,丰裕,③内太阳系,互济,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,互济,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,互济,05档案存真,OPEN,0
知识,丰裕,③内太阳系,互济,06教学审查,OPEN,0
知识,丰裕,③内太阳系,互济,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,商贸,01双轨历法,OPEN,0
知识,丰裕,③内太阳系,商贸,02度量演进,OPEN,0
知识,丰裕,③内太阳系,商贸,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,商贸,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,商贸,05档案存真,OPEN,0
知识,丰裕,③内太阳系,商贸,06教学审查,OPEN,0
知识,丰裕,③内太阳系,商贸,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,工技,01双轨历法,OPEN,0
知识,丰裕,③内太阳系,工技,02度量演进,OPEN,0
知识,丰裕,③内太阳系,工技,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,工技,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,工技,05档案存真,OPEN,0
知识,丰裕,③内太阳系,工技,06教学审查,OPEN,0
知识,丰裕,③内太阳系,工技,07巡天观测,OPEN,0
知识,丰裕,③内太阳系,科医,01双轨历法,OPEN,0
知识,丰裕,③内太阳系,科医,02度量演进,OPEN,0
知识,丰裕,③内太阳系,科医,03技术逆向,OPEN,0
知识,丰裕,③内太阳系,科医,04中继丢包,OPEN,0
知识,丰裕,③内太阳系,科医,05档案存真,OPEN,0
知识,丰裕,③内太阳系,科医,06教学审查,OPEN,0
知识,丰裕,③内太阳系,科医,07巡天观测,OPEN,0
知识,丰裕,④深空,官档,01双轨历法,PART,1
知识,丰裕,④深空,官档,02度量演进,OPEN,0
知识,丰裕,④深空,官档,03技术逆向,OPEN,0
知识,丰裕,④深空,官档,04中继丢包,OPEN,0
知识,丰裕,④深空,官档,05档案存真,OPEN,0
知识,丰裕,④深空,官档,06教学审查,OPEN,0
知识,丰裕,④深空,官档,07巡天观测,OPEN,0
知识,丰裕,④深空,私档,01双轨历法,OPEN,0
知识,丰裕,④深空,私档,02度量演进,OPEN,0
知识,丰裕,④深空,私档,03技术逆向,OPEN,0
知识,丰裕,④深空,私档,04中继丢包,OPEN,0
知识,丰裕,④深空,私档,05档案存真,OPEN,0
知识,丰裕,④深空,私档,06教学审查,OPEN,0
知识,丰裕,④深空,私档,07巡天观测,OPEN,0
知识,丰裕,④深空,互济,01双轨历法,OPEN,0
知识,丰裕,④深空,互济,02度量演进,OPEN,0
知识,丰裕,④深空,互济,03技术逆向,OPEN,0
知识,丰裕,④深空,互济,04中继丢包,OPEN,0
知识,丰裕,④深空,互济,05档案存真,OPEN,0
知识,丰裕,④深空,互济,06教学审查,OPEN,0
知识,丰裕,④深空,互济,07巡天观测,OPEN,0
知识,丰裕,④深空,商贸,01双轨历法,OPEN,0
知识,丰裕,④深空,商贸,02度量演进,OPEN,0
知识,丰裕,④深空,商贸,03技术逆向,OPEN,0
知识,丰裕,④深空,商贸,04中继丢包,OPEN,0
知识,丰裕,④深空,商贸,05档案存真,OPEN,0
知识,丰裕,④深空,商贸,06教学审查,OPEN,0
知识,丰裕,④深空,商贸,07巡天观测,OPEN,0
知识,丰裕,④深空,工技,01双轨历法,OPEN,0
知识,丰裕,④深空,工技,02度量演进,OPEN,0
知识,丰裕,④深空,工技,03技术逆向,OPEN,0
知识,丰裕,④深空,工技,04中继丢包,OPEN,0
知识,丰裕,④深空,工技,05档案存真,OPEN,0
知识,丰裕,④深空,工技,06教学审查,OPEN,0
知识,丰裕,④深空,工技,07巡天观测,OPEN,0
知识,丰裕,④深空,科医,01双轨历法,OPEN,0
知识,丰裕,④深空,科医,02度量演进,OPEN,0
知识,丰裕,④深空,科医,03技术逆向,OPEN,0
知识,丰裕,④深空,科医,04中继丢包,OPEN,0
知识,丰裕,④深空,科医,05档案存真,OPEN,0
知识,丰裕,④深空,科医,06教学审查,OPEN,0
知识,丰裕,④深空,科医,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,官档,01双轨历法,PART,1
知识,丰裕,⑤比邻星,官档,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,官档,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,官档,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,官档,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,官档,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,官档,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,私档,01双轨历法,OPEN,0
知识,丰裕,⑤比邻星,私档,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,私档,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,私档,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,私档,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,私档,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,私档,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,互济,01双轨历法,OPEN,0
知识,丰裕,⑤比邻星,互济,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,互济,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,互济,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,互济,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,互济,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,互济,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,商贸,01双轨历法,OPEN,0
知识,丰裕,⑤比邻星,商贸,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,商贸,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,商贸,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,商贸,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,商贸,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,商贸,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,工技,01双轨历法,OPEN,0
知识,丰裕,⑤比邻星,工技,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,工技,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,工技,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,工技,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,工技,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,工技,07巡天观测,OPEN,0
知识,丰裕,⑤比邻星,科医,01双轨历法,OPEN,0
知识,丰裕,⑤比邻星,科医,02度量演进,OPEN,0
知识,丰裕,⑤比邻星,科医,03技术逆向,OPEN,0
知识,丰裕,⑤比邻星,科医,04中继丢包,OPEN,0
知识,丰裕,⑤比邻星,科医,05档案存真,OPEN,0
知识,丰裕,⑤比邻星,科医,06教学审查,OPEN,0
知识,丰裕,⑤比邻星,科医,07巡天观测,OPEN,0
知识,离心,①地球,官档,01双轨历法,PART,1
知识,离心,①地球,官档,02度量演进,OPEN,0
知识,离心,①地球,官档,03技术逆向,OPEN,0
知识,离心,①地球,官档,04中继丢包,OPEN,0
知识,离心,①地球,官档,05档案存真,OPEN,0
知识,离心,①地球,官档,06教学审查,OPEN,0
知识,离心,①地球,官档,07巡天观测,OPEN,0
知识,离心,①地球,私档,01双轨历法,OPEN,0
知识,离心,①地球,私档,02度量演进,OPEN,0
知识,离心,①地球,私档,03技术逆向,OPEN,0
知识,离心,①地球,私档,04中继丢包,OPEN,0
知识,离心,①地球,私档,05档案存真,OPEN,0
知识,离心,①地球,私档,06教学审查,OPEN,0
知识,离心,①地球,私档,07巡天观测,OPEN,0
知识,离心,①地球,互济,01双轨历法,OPEN,0
知识,离心,①地球,互济,02度量演进,OPEN,0
知识,离心,①地球,互济,03技术逆向,OPEN,0
知识,离心,①地球,互济,04中继丢包,OPEN,0
知识,离心,①地球,互济,05档案存真,OPEN,0
知识,离心,①地球,互济,06教学审查,OPEN,0
知识,离心,①地球,互济,07巡天观测,OPEN,0
知识,离心,①地球,商贸,01双轨历法,OPEN,0
知识,离心,①地球,商贸,02度量演进,OPEN,0
知识,离心,①地球,商贸,03技术逆向,OPEN,0
知识,离心,①地球,商贸,04中继丢包,OPEN,0
知识,离心,①地球,商贸,05档案存真,OPEN,0
知识,离心,①地球,商贸,06教学审查,OPEN,0
知识,离心,①地球,商贸,07巡天观测,OPEN,0
知识,离心,①地球,工技,01双轨历法,OPEN,0
知识,离心,①地球,工技,02度量演进,OPEN,0
知识,离心,①地球,工技,03技术逆向,OPEN,0
知识,离心,①地球,工技,04中继丢包,OPEN,0
知识,离心,①地球,工技,05档案存真,OPEN,0
知识,离心,①地球,工技,06教学审查,OPEN,0
知识,离心,①地球,工技,07巡天观测,OPEN,0
知识,离心,①地球,科医,01双轨历法,OPEN,0
知识,离心,①地球,科医,02度量演进,OPEN,0
知识,离心,①地球,科医,03技术逆向,OPEN,0
知识,离心,①地球,科医,04中继丢包,OPEN,0
知识,离心,①地球,科医,05档案存真,OPEN,0
知识,离心,①地球,科医,06教学审查,OPEN,0
知识,离心,①地球,科医,07巡天观测,OPEN,0
知识,离心,②地月系,官档,01双轨历法,PART,1
知识,离心,②地月系,官档,02度量演进,OPEN,0
知识,离心,②地月系,官档,03技术逆向,OPEN,0
知识,离心,②地月系,官档,04中继丢包,OPEN,0
知识,离心,②地月系,官档,05档案存真,OPEN,0
知识,离心,②地月系,官档,06教学审查,OPEN,0
知识,离心,②地月系,官档,07巡天观测,OPEN,0
知识,离心,②地月系,私档,01双轨历法,OPEN,0
知识,离心,②地月系,私档,02度量演进,OPEN,0
知识,离心,②地月系,私档,03技术逆向,OPEN,0
知识,离心,②地月系,私档,04中继丢包,OPEN,0
知识,离心,②地月系,私档,05档案存真,OPEN,0
知识,离心,②地月系,私档,06教学审查,OPEN,0
知识,离心,②地月系,私档,07巡天观测,OPEN,0
知识,离心,②地月系,互济,01双轨历法,OPEN,0
知识,离心,②地月系,互济,02度量演进,OPEN,0
知识,离心,②地月系,互济,03技术逆向,OPEN,0
知识,离心,②地月系,互济,04中继丢包,OPEN,0
知识,离心,②地月系,互济,05档案存真,OPEN,0
知识,离心,②地月系,互济,06教学审查,OPEN,0
知识,离心,②地月系,互济,07巡天观测,OPEN,0
知识,离心,②地月系,商贸,01双轨历法,OPEN,0
知识,离心,②地月系,商贸,02度量演进,OPEN,0
知识,离心,②地月系,商贸,03技术逆向,OPEN,0
知识,离心,②地月系,商贸,04中继丢包,OPEN,0
知识,离心,②地月系,商贸,05档案存真,OPEN,0
知识,离心,②地月系,商贸,06教学审查,OPEN,0
知识,离心,②地月系,商贸,07巡天观测,OPEN,0
知识,离心,②地月系,工技,01双轨历法,OPEN,0
知识,离心,②地月系,工技,02度量演进,OPEN,0
知识,离心,②地月系,工技,03技术逆向,OPEN,0
知识,离心,②地月系,工技,04中继丢包,OPEN,0
知识,离心,②地月系,工技,05档案存真,OPEN,0
知识,离心,②地月系,工技,06教学审查,OPEN,0
知识,离心,②地月系,工技,07巡天观测,OPEN,0
知识,离心,②地月系,科医,01双轨历法,OPEN,0
知识,离心,②地月系,科医,02度量演进,OPEN,0
知识,离心,②地月系,科医,03技术逆向,OPEN,0
知识,离心,②地月系,科医,04中继丢包,OPEN,0
知识,离心,②地月系,科医,05档案存真,OPEN,0
知识,离心,②地月系,科医,06教学审查,OPEN,0
知识,离心,②地月系,科医,07巡天观测,OPEN,0
知识,离心,③内太阳系,官档,01双轨历法,PART,1
知识,离心,③内太阳系,官档,02度量演进,OPEN,0
知识,离心,③内太阳系,官档,03技术逆向,OPEN,0
知识,离心,③内太阳系,官档,04中继丢包,OPEN,0
知识,离心,③内太阳系,官档,05档案存真,OPEN,0
知识,离心,③内太阳系,官档,06教学审查,OPEN,0
知识,离心,③内太阳系,官档,07巡天观测,OPEN,0
知识,离心,③内太阳系,私档,01双轨历法,OPEN,0
知识,离心,③内太阳系,私档,02度量演进,OPEN,0
知识,离心,③内太阳系,私档,03技术逆向,OPEN,0
知识,离心,③内太阳系,私档,04中继丢包,OPEN,0
知识,离心,③内太阳系,私档,05档案存真,OPEN,0
知识,离心,③内太阳系,私档,06教学审查,OPEN,0
知识,离心,③内太阳系,私档,07巡天观测,OPEN,0
知识,离心,③内太阳系,互济,01双轨历法,OPEN,0
知识,离心,③内太阳系,互济,02度量演进,OPEN,0
知识,离心,③内太阳系,互济,03技术逆向,OPEN,0
知识,离心,③内太阳系,互济,04中继丢包,OPEN,0
知识,离心,③内太阳系,互济,05档案存真,OPEN,0
知识,离心,③内太阳系,互济,06教学审查,OPEN,0
知识,离心,③内太阳系,互济,07巡天观测,OPEN,0
知识,离心,③内太阳系,商贸,01双轨历法,OPEN,0
知识,离心,③内太阳系,商贸,02度量演进,OPEN,0
知识,离心,③内太阳系,商贸,03技术逆向,OPEN,0
知识,离心,③内太阳系,商贸,04中继丢包,OPEN,0
知识,离心,③内太阳系,商贸,05档案存真,OPEN,0
知识,离心,③内太阳系,商贸,06教学审查,OPEN,0
知识,离心,③内太阳系,商贸,07巡天观测,OPEN,0
知识,离心,③内太阳系,工技,01双轨历法,OPEN,0
知识,离心,③内太阳系,工技,02度量演进,OPEN,0
知识,离心,③内太阳系,工技,03技术逆向,OPEN,0
知识,离心,③内太阳系,工技,04中继丢包,OPEN,0
知识,离心,③内太阳系,工技,05档案存真,OPEN,0
知识,离心,③内太阳系,工技,06教学审查,OPEN,0
知识,离心,③内太阳系,工技,07巡天观测,OPEN,0
知识,离心,③内太阳系,科医,01双轨历法,OPEN,0
知识,离心,③内太阳系,科医,02度量演进,OPEN,0
知识,离心,③内太阳系,科医,03技术逆向,OPEN,0
知识,离心,③内太阳系,科医,04中继丢包,OPEN,0
知识,离心,③内太阳系,科医,05档案存真,OPEN,0
知识,离心,③内太阳系,科医,06教学审查,OPEN,0
知识,离心,③内太阳系,科医,07巡天观测,OPEN,0
知识,离心,④深空,官档,01双轨历法,PART,1
知识,离心,④深空,官档,02度量演进,OPEN,0
知识,离心,④深空,官档,03技术逆向,OPEN,0
知识,离心,④深空,官档,04中继丢包,OPEN,0
知识,离心,④深空,官档,05档案存真,OPEN,0
知识,离心,④深空,官档,06教学审查,OPEN,0
知识,离心,④深空,官档,07巡天观测,OPEN,0
知识,离心,④深空,私档,01双轨历法,OPEN,0
知识,离心,④深空,私档,02度量演进,OPEN,0
知识,离心,④深空,私档,03技术逆向,OPEN,0
知识,离心,④深空,私档,04中继丢包,OPEN,0
知识,离心,④深空,私档,05档案存真,OPEN,0
知识,离心,④深空,私档,06教学审查,OPEN,0
知识,离心,④深空,私档,07巡天观测,OPEN,0
知识,离心,④深空,互济,01双轨历法,OPEN,0
知识,离心,④深空,互济,02度量演进,OPEN,0
知识,离心,④深空,互济,03技术逆向,OPEN,0
知识,离心,④深空,互济,04中继丢包,OPEN,0
知识,离心,④深空,互济,05档案存真,OPEN,0
知识,离心,④深空,互济,06教学审查,OPEN,0
知识,离心,④深空,互济,07巡天观测,OPEN,0
知识,离心,④深空,商贸,01双轨历法,OPEN,0
知识,离心,④深空,商贸,02度量演进,OPEN,0
知识,离心,④深空,商贸,03技术逆向,OPEN,0
知识,离心,④深空,商贸,04中继丢包,OPEN,0
知识,离心,④深空,商贸,05档案存真,OPEN,0
知识,离心,④深空,商贸,06教学审查,OPEN,0
知识,离心,④深空,商贸,07巡天观测,OPEN,0
知识,离心,④深空,工技,01双轨历法,OPEN,0
知识,离心,④深空,工技,02度量演进,OPEN,0
知识,离心,④深空,工技,03技术逆向,OPEN,0
知识,离心,④深空,工技,04中继丢包,OPEN,0
知识,离心,④深空,工技,05档案存真,OPEN,0
知识,离心,④深空,工技,06教学审查,OPEN,0
知识,离心,④深空,工技,07巡天观测,OPEN,0
知识,离心,④深空,科医,01双轨历法,OPEN,0
知识,离心,④深空,科医,02度量演进,OPEN,0
知识,离心,④深空,科医,03技术逆向,OPEN,0
知识,离心,④深空,科医,04中继丢包,OPEN,0
知识,离心,④深空,科医,05档案存真,OPEN,0
知识,离心,④深空,科医,06教学审查,OPEN,0
知识,离心,④深空,科医,07巡天观测,OPEN,0
知识,离心,⑤比邻星,官档,01双轨历法,PART,1
知识,离心,⑤比邻星,官档,02度量演进,OPEN,0
知识,离心,⑤比邻星,官档,03技术逆向,OPEN,0
知识,离心,⑤比邻星,官档,04中继丢包,OPEN,0
知识,离心,⑤比邻星,官档,05档案存真,OPEN,0
知识,离心,⑤比邻星,官档,06教学审查,OPEN,0
知识,离心,⑤比邻星,官档,07巡天观测,OPEN,0
知识,离心,⑤比邻星,私档,01双轨历法,OPEN,0
知识,离心,⑤比邻星,私档,02度量演进,OPEN,0
知识,离心,⑤比邻星,私档,03技术逆向,OPEN,0
知识,离心,⑤比邻星,私档,04中继丢包,OPEN,0
知识,离心,⑤比邻星,私档,05档案存真,OPEN,0
知识,离心,⑤比邻星,私档,06教学审查,OPEN,0
知识,离心,⑤比邻星,私档,07巡天观测,OPEN,0
知识,离心,⑤比邻星,互济,01双轨历法,OPEN,0
知识,离心,⑤比邻星,互济,02度量演进,OPEN,0
知识,离心,⑤比邻星,互济,03技术逆向,OPEN,0
知识,离心,⑤比邻星,互济,04中继丢包,OPEN,0
知识,离心,⑤比邻星,互济,05档案存真,OPEN,0
知识,离心,⑤比邻星,互济,06教学审查,OPEN,0
知识,离心,⑤比邻星,互济,07巡天观测,OPEN,0
知识,离心,⑤比邻星,商贸,01双轨历法,OPEN,0
知识,离心,⑤比邻星,商贸,02度量演进,OPEN,0
知识,离心,⑤比邻星,商贸,03技术逆向,OPEN,0
知识,离心,⑤比邻星,商贸,04中继丢包,OPEN,0
知识,离心,⑤比邻星,商贸,05档案存真,OPEN,0
知识,离心,⑤比邻星,商贸,06教学审查,OPEN,0
知识,离心,⑤比邻星,商贸,07巡天观测,OPEN,0
知识,离心,⑤比邻星,工技,01双轨历法,OPEN,0
知识,离心,⑤比邻星,工技,02度量演进,OPEN,0
